GHCND,LAT,LON,ELEV,ST,NAME
USC00246691,45.8525,-105.035,853.4,MT ,POWDERVILLE 8 NNE
USC00246747,45.4339,-108.5361,1236.6,MT ,PRYOR
USC00246862,45.9717,-109.2536,1239.9,MT ,RAPELJE
USC00246893,48.9975,-104.575,714.8,MT ,RAYMOND BORDER STN
USC00247159,47.19,-112.29,1280.2,MT ,ROGERS PASS 9 NNE
USC00247220,46.3253,-108.7403,1032.1,MT ,ROUNDUP 15 SW
USC00247261,46.2986,-109.2561,1112.5,MT ,RYEGATE
USC00247263,46.5333,-109.3442,1353.3,MT ,RYEGATE 18 NNW
USC00247342,47.5775,-108.7283,887.0,MT ,SAND CREEK
USC00247603,45.0156,-109.9683,2284.5,MT ,SILVER GATE
USC00247740,45.3242,-105.9136,1193.0,MT ,SONNETTE 7 SW
USC00247894,46.5136,-114.0911,1028.7,MT ,STEVENSVILLE
USC00248211,47.5933,-115.3594,725.4,MT ,THOMPSON FALLS PH
USC00248390,48.4806,-115.9061,588.0,MT ,TROY
USC00248395,48.7167,-115.8833,827.5,MT ,TROY 18 N
USC00248430,45.5472,-112.3261,1409.7,MT ,TWIN BRIDGES
USC00248783,46.3283,-114.0847,1099.7,MT ,WESTERN AG RSCH CTR
USC00248809,48.5003,-113.9847,959.5,MT ,W GLACIER
USC00250030,42.4244,-103.7347,1423.4,NE ,AGATE 3 E
USC00250050,42.5522,-99.8556,765.0,NE ,AINSWORTH
USC00250070,41.6853,-98.0083,547.1,NE ,ALBION                         
USC00250245,41.5975,-99.8258,794.0,NE ,ANSELMO 2 SE
USC00250365,41.5697,-101.6914,1066.8,NE ,ARTHUR
USC00250435,40.3706,-95.7469,283.5,NE ,AUBURN 5 ESE                   
USC00250640,40.1306,-99.8278,654.7,NE ,BEAVER CITY                    
USC00250760,40.0503,-101.5325,912.9,NE ,BENKELMAN
USC00251082,41.0233,-100.3669,808.0,NE ,BRADY
USC00251145,41.6681,-103.1039,1117.4,NE ,BRIDGEPORT                     
USC00251200,41.4083,-99.675,762.0,NE ,BROKEN BOW 2 W                 
USC00251345,41.7769,-99.1433,663.2,NE ,BURWELL
USC00251361,41.0103,-103.8769,1575.8,NE ,BUSHNELL 15S
USC00251365,42.9131,-98.8511,552.0,NE ,BUTTE
USC00251408,41.2519,-100.075,895.5,NE ,CALLAWAY 8WSW
USC00251415,40.2847,-100.1433,682.4,NE ,CAMBRIDGE
USC00251450,40.6944,-99.7008,719.9,NE ,CANADAY STEAM PLT
USC00251575,42.8083,-103.0533,1031.1,NE ,CHADRON 3SW
USC00251684,40.5208,-98.0536,545.0,NE ,CLAY CTR
USC00251825,41.4639,-97.3278,442.0,NE ,COLUMBUS 3 NE
USC00252000,41.7608,-102.4372,1164.3,NE ,CRESCENT LAKE NWR
USC00252020,40.6092,-96.8719,445.0,NE ,CRETE 4ESE                     
USC00252037,42.7364,-97.4969,426.7,NE ,CROFTON
USC00252205,41.2492,-97.1328,490.7,NE ,DAVID CITY                     
USC00252560,40.2764,-99.7836,646.2,NE ,EDISON
USC00252680,42.1717,-100.0106,808.9,NE ,ELSMERE 9 ENE
USC00252790,40.6864,-100.0536,819.9,NE ,EUSTIS 2 NW
USC00252805,42.2611,-98.3417,563.9,NE ,EWING
USC00252820,40.0739,-97.1669,411.5,NE ,FAIRBURY 5S                    
USC00253015,42.6656,-103.4617,1161.9,NE ,FT ROBINSON
USC00253037,40.0953,-98.945,567.2,NE ,FRANKLIN #2
USC00253050,41.43,-96.4669,359.7,NE ,FREMONT
USC00253065,40.6558,-97.2208,467.9,NE ,FRIEND 3E
USC00253175,40.5314,-97.5964,496.8,NE ,GENEVA                         
USC00253185,41.4514,-97.7644,484.6,NE ,GENOA 2 W                      
USC00253365,40.9394,-100.1514,793.4,NE ,GOTHENBURG                     
USC00253425,41.5461,-98.5331,615.7,NE ,GREELEY
USC00253467,41.1586,-96.1922,378.0,NE ,GRETNA 4NE
USC00253660,40.6472,-98.3836,590.7,NE ,HASTINGS 4N                    
USC00253735,40.175,-97.5903,451.1,NE ,HEBRON                         
USC00253810,41.1056,-100.9775,899.8,NE ,HERSHEY 5 SSE
USC00254035,41.7175,-97.0031,463.3,NE ,HOWELLS
USC00254335,40.7258,-99.0133,649.2,NE ,KEARNEY 4 NE
USC00254440,41.2453,-103.6344,1435.0,NE ,KIMBALL 2NE                    
USC00254455,41.2097,-101.6706,1011.3,NE ,KINGSLEY DAM
USC00254985,41.2789,-98.9697,630.9,NE ,LOUP CITY                      
USC00255040,42.8294,-98.4583,423.7,NE ,LYNCH
USC00255090,40.8508,-101.5428,975.4,NE ,MADRID
USC00255310,40.2156,-100.6203,796.1,NE ,MC COOK                        
USC00255555,41.9178,-103.4842,1263.1,NE ,MINATARE DAM (USBR)
USC00255565,40.5156,-98.9514,658.4,NE ,MINDEN                         
USC00255925,42.6008,-99.3333,679.7,NE ,NEWPORT
USC00256075,41.0569,-100.7494,922.0,NE ,NORTH PLATTE EXP FARM
USC00256375,41.1844,-97.5514,506.6,NE ,OSCEOLA
USC00256385,41.4014,-102.3464,1033.3,NE ,OSHKOSH
USC00256970,42.065,-100.2472,819.9,NE ,PURDUM                         
USC00257040,41.0319,-98.9214,623.6,NE ,RAVENNA
USC00257667,41.8644,-103.6397,1191.5,NE ,SCOTTSBLUFF 1E
USC00257830,41.2294,-103.0214,1316.7,NE ,SIDNEY 6 NNW
USC00258117,42.0414,-97.1747,481.6,NE ,STANTON 7NE
USC00258133,41.4581,-100.5986,911.4,NE ,STAPLETON 5W                   
USC00258395,40.6661,-96.1892,335.3,NE ,SYRACUSE                       
USC00258410,40.2381,-96.0847,344.4,NE ,TABLE ROCK 4N
USC00258465,40.3544,-96.1939,338.3,NE ,TECUMSEH 1S                    
USC00258755,42.5711,-100.6931,893.1,NE ,VALENTINE NWR
USC00258795,41.3197,-96.3672,349.0,NE ,VALLEY NWS
USC00258920,40.8433,-101.2094,944.9,NE ,WALLACE 2W
USC00259193,41.2211,-96.7775,416.1,NE ,WESTON 3NW
USC00259200,41.845,-96.7142,399.3,NE ,WEST POINT
USC00259513,40.9153,-97.5997,491.6,NE ,YORK 3N
USC00260438,40.7808,-115.1853,1905.0,NV ,ARTHUR 4NW
USC00260507,39.4931,-117.0675,2066.5,NV ,AUSTIN #2                      
USC00260800,39.9003,-116.5875,1749.6,NV ,BEOWAWE 49S - U OF N RCH
USC00260955,38.5208,-115.5444,1425.9,NV ,BLUE EAGLE RCH - CURRANT 12SSW
USC00261590,37.8044,-114.4069,1472.2,NV ,CATHEDRAL GORGE SP
USC00262119,38.9783,-119.8914,2235.4,NV ,DAGGET PASS
USC00262243,36.4381,-115.36,888.2,NV ,DESERT NWR
USC00262570,40.8603,-115.7425,1595.6,NV ,ELKO NWS OFFICE
USC00262708,39.5169,-115.9622,1959.9,NV ,EUREKA
USC00262780,39.4572,-118.7811,1208.5,NV ,FALLON EXP STN                 
USC00263205,39.0753,-119.9411,1935.5,NV ,GLENBROOK
USC00263671,37.5581,-115.2236,1188.7,NV ,HIKO
USC00263960,39.2472,-119.9419,1937.3,NV ,INCLINE VILLAGE
USC00264349,39.4689,-119.0644,1270.1,NV ,LAHONTAN DAM
USC00264391,40.7442,-115.4855,1752.6,NV ,LAMOILLE 2N
USC00264439,36.0469,-115.1847,693.4,NV ,LAS VEGAS WFO
USC00264745,38.8678,-115.0167,1690.4,NV ,LUND
USC00265191,38.9547,-119.7758,1435.3,NV ,MINDEN
USC00265194,39.02,-119.7089,1487.4,NV ,MINDEN 6 NE
USC00265371,39.3572,-115.3303,1993.1,NV ,MOORMAN RCH - RUTH 16WNW
USC00265818,41.5683,-117.8389,1280.2,NV ,OROVADA 3 W
USC00265846,36.5508,-114.4581,381.0,NV ,OVERTON
USC00265890,36.2614,-116.0564,784.3,NV ,PAHRUMP
USC00266791,39.5683,-119.7956,1520.0,NV ,RENO WFO
USC00267175,39.2764,-114.9911,2090.3,NV ,RUTH
USC00267192,40.4661,-118.3047,1260.3,NV ,RYE PATCH DAM
USC00267620,38.7839,-117.1739,1721.2,NV ,SMOKY VALLEY - CARVERS
USC00267690,40.6764,-115.745,1606.3,NV ,S FK STATE REC AREA
USC00267691,39.6372,-119.7094,1368.2,NV ,SPANISH SPRINGS
USC00267697,39.5558,-119.7333,1328.0,NV ,SPARKS
USC00267820,39.6253,-119.8836,1554.8,NV ,STEAD
USC00268160,38.0694,-117.2355,1831.8,NV ,TONOPAH
USC00268761,39.3128,-119.6483,1932.4,NV ,VIRGINIA CITY
USC00269072,41.6358,-115.8008,1901.6,NV ,WILD HORSE RSVR
USC00269168,40.9386,-117.7514,1327.4,NV ,WINNEMUCCA 3SSW
USC00270690,44.4536,-71.1853,280.4,NH ,BERLIN
USC00271647,44.8611,-71.54,341.4,NH ,COLEBROOK 3SW
USC00272302,42.8267,-71.6261,73.2,NH ,E MILFORD
USC00272800,43.0303,-71.0839,48.8,NH ,EPPING
USC00272999,45.09,-71.2906,502.9,NH ,FIRST CONNECTICUT LAKE         
USC00274234,42.7831,-71.4147,56.4,NH ,HUDSON 1 SSE
USC00274304,42.8089,-72.0053,313.9,NH ,JAFFREY SILVER RCH AIRPARK
USC00274329,44.4169,-71.5008,376.4,NH ,JEFFERSON
USC00274399,42.9389,-72.3247,155.8,NH ,KEENE                          
USC00274556,44.4911,-71.5725,262.1,NH ,LANCASTER
USC00275350,43.7003,-71.4664,253.0,NH ,MEREDITH 3 NNE
USC00275703,42.7347,-71.4803,54.9,NH ,NASHUA CWSU
USC00275868,43.3772,-72.1811,234.7,NH ,NEWPORT
USC00275995,44.0561,-71.1297,159.1,NH ,N CONWAY
USC00276070,42.9589,-70.8228,18.3,NH ,NORTH HAMPTON
USC00278614,43.8583,-71.2597,158.5,NH ,TAMWORTH 4
USC00279278,42.9108,-71.2008,91.4,NH ,WEST HAMPSTEAD
USC00279966,44.5003,-71.3331,466.3,NH ,YORK POND
USC00281351,38.9536,-74.9358,6.1,NJ ,CAPE MAY 2 NW
USC00281582,41.03,-74.4247,231.6,NJ ,CHARLOTTEBURG RSVR             
USC00283662,39.6442,-74.8072,27.4,NJ ,HAMMONTON 1 NE
USC00283704,40.7481,-74.1519,7.3,NJ ,HARRISON
USC00286055,40.4719,-74.4364,26.2,NJ ,NEW BRUNSWICK 3 SE             
USC00286964,40.0136,-74.8175,19.2,NJ ,PHILADELPHIA/MT HOLLY WFO
USC00287936,39.4872,-75.22,31.7,NJ ,SEABROOK FARMS
USC00288644,41.2214,-74.6625,203.3,NJ ,SUSSEX 3 WNW
USC00290231,35.0217,-106.6939,1510.3,NM ,ALBUQUERQUE VALLEY
USC00290600,32.7547,-104.3836,1026.0,NM ,ARTESIA 6S
USC00291286,32.8964,-107.3078,1292.0,NM ,CABALLO DAM
USC00291963,34.5989,-103.2161,1351.8,NM ,CLOVIS 13 N
USC00292250,35.0883,-107.5178,1888.2,NM ,CUBERO
USC00292848,33.1461,-107.1842,1393.2,NM ,ELEPHANT BUTTE DAM             
USC00294009,32.9203,-107.5656,1605.4,NM ,HILLSBORO
USC00294026,32.7264,-103.1314,1115.6,NM ,HOBBS
USC00295908,35.0128,-106.045,1895.9,NM ,MORIARTY 1 NE
USC00296275,36.1839,-105.0608,2333.2,NM ,OCATE 2 NW
USC00298127,31.8728,-106.6981,1252.4,NM ,SANTA TERESA AP
USC00298535,32.2822,-106.7597,1184.5,NM ,STATE UNIV                     
USC00300055,43.2722,-78.1664,134.1,NY ,ALBION 2 NE
USC00300085,42.25,-77.7583,520.0,NY ,ALFRED                         
USC00300093,42.1003,-78.7497,457.2,NY ,ALLEGANY SP                    
USC00300183,42.3108,-78.0231,449.6,NY ,ANGELICA                       
USC00300321,42.9328,-76.5447,234.7,NY ,AUBURN                         
USC00300331,42.7339,-76.6592,253.0,NY ,AURORA RSCH FARM
USC00300364,40.9339,-72.7394,10.7,NY ,BAITING HOLLOW
USC00300785,43.4361,-75.3697,472.4,NY ,BOONVILLE 4 SSW
USC00301068,42.9361,-73.4325,154.5,NY ,BUSKIRK
USC00301102,41.8275,-74.9506,372.2,NY ,CALLICOON CTR
USC00301152,42.845,-77.2808,219.5,NY ,CANANDAIGUA 3 S
USC00301211,41.4725,-73.655,207.3,NY ,CARMEL 4N
USC00301309,40.8839,-73.3722,9.1,NY ,CENTERPORT
USC00301625,42.6475,-78.7111,467.9,NY ,COLDEN 1W
USC00301664,44.5842,-74.9572,176.8,NY ,COLTON 2 N
USC00301752,42.7167,-74.9267,383.1,NY ,COOPERSTOWN                    
USC00302197,42.4717,-79.3333,192.3,NY ,DUNKIRK
USC00302454,42.3328,-75.2297,352.0,NY ,E SIDNEY
USC00302610,42.0997,-76.8358,288.6,NY ,ELMIRA                         
USC00303025,42.3294,-78.4636,484.6,NY ,FRANKLINVILLE
USC00303050,42.5192,-76.3311,320.0,NY ,FREEVILLE 1 NE
USC00303184,42.8767,-77.0308,218.8,NY ,GENEVA RSCH FARM               
USC00303346,44.3539,-75.5122,128.0,NY ,GOUVERNEUR 3 NW
USC00303851,43.5753,-75.5208,537.4,NY ,HIGHMARKET
USC00303955,42.7919,-77.5136,243.8,NY ,HONEOYE
USC00303961,43.8525,-75.7158,450.5,NY ,HOOKER 12 NNW
USC00303983,42.3489,-77.7044,403.9,NY ,HORNELL ALMOND DAM
USC00304102,43.755,-74.2692,506.0,NY ,INDIAN LAKE 2SW                
USC00304174,42.4492,-76.4492,292.6,NY ,ITHACA CORNELL UNIV            
USC00304207,42.11,-79.1592,381.0,NY ,JAMESTOWN 4 ENE
USC00304731,41.8017,-74.74,481.6,NY ,LIBERTY 1 NE
USC00304808,42.2472,-78.8125,495.3,NY ,LITTLE VALLEY
USC00304912,43.7928,-75.4828,263.0,NY ,LOWVILLE                       
USC00304996,44.8419,-74.3081,268.2,NY ,MALONE                         
USC00305113,42.4694,-75.0106,373.4,NY ,EMMONS                         
USC00305233,42.4422,-76.7586,460.2,NY ,MECKLENBURG 4SW
USC00305426,41.7681,-74.155,379.5,NY ,MOHONK LAKE                    
USC00305512,42.8417,-75.7264,512.4,NY ,MORRISVILLE 6 SW               
USC00305606,40.9331,-73.0192,15.2,NY ,MOUNT SINAI
USC00305840,43.1139,-78.9353,179.2,NY ,NIAGARA FALLS INTL AP
USC00305925,43.6611,-73.8969,271.3,NY ,N CREEK 5 SE
USC00306047,43.0219,-78.8467,182.9,NY ,N TONAWANDA
USC00306164,44.7281,-75.4442,85.3,NY ,OGDENSBURG 4 NE                
USC00306196,42.0736,-78.4517,432.8,NY ,OLEAN
USC00306314,43.4622,-76.4933,106.7,NY ,OSWEGO E                       
USC00306525,42.4647,-79.0031,368.8,NY ,PERRYSBURG
USC00306747,42.3717,-79.4867,246.3,NY ,PORTLAND1 SW
USC00306774,41.3892,-74.6906,176.8,NY ,PORT JERVIS                    
USC00306867,43.5697,-76.1164,121.6,NY ,PULASKI
USC00307134,40.9619,-72.7158,30.5,NY ,RIVERHEAD RSCH FM
USC00307520,42.665,-74.3036,223.7,NY ,SCHOHARIE
USC00307705,42.6772,-75.5067,333.8,NY ,SHERBURNE
USC00308578,43.2761,-75.1567,243.8,NY ,TRENTON FALLS
USC00308631,44.2308,-74.4383,512.1,NY ,TUPPER LAKE SUNMOUNT           
USC00308721,40.8656,-72.8642,7.9,NY ,UPTON COOP - NWSFO NEW YORK
USC00308910,42.7392,-78.5878,345.9,NY ,WALES                          
USC00308932,42.1847,-75.1456,451.1,NY ,WALTON 2
USC00309000,43.9761,-75.8753,151.5,NY ,WATERTOWN                      
USC00309047,42.0019,-76.525,257.6,NY ,WAVERLY
USC00309049,43.2419,-77.3883,83.8,NY ,WEBSTER 2 NE
USC00309072,42.1172,-77.9475,460.2,NY ,WELLSVILLE
USC00309442,42.3417,-75.9653,317.0,NY ,WHITNEY POINT DAM
USC00310090,35.3992,-80.1994,185.9,NC ,ALBEMARLE                      
USC00310286,35.7044,-79.8378,265.2,NC ,ASHEBORO 2 W
USC00310356,34.6997,-76.7381,1.2,NC ,ATLANTIC BEACH WTP
USC00310506,36.1617,-81.8742,1149.1,NC ,BANNER ELK
USC00310576,35.1311,-76.8161,1.5,NC ,BAYBORO 3 SW
USC00310645,36.1878,-81.8736,1540.2,NC ,BEECH MTN
USC00310724,35.5044,-82.5967,643.1,NC ,BENT CREEK
USC00311165,35.4467,-83.4622,605.0,NC ,BRYSON CITY 4
USC00311248,35.9253,-82.2692,853.4,NC ,BURNSVILLE AG
USC00311420,35.5453,-82.6986,682.8,NC ,CANDLER 1 W
USC00311535,35.7192,-78.7878,118.9,NC ,CARY
USC00311578,35.6486,-81.1342,309.4,NC ,CATAWBA 5 SW
USC00311949,35.7108,-76.1269,3.0,NC ,COLUMBIA AG GUM NECK
USC00311975,35.4111,-80.5833,213.4,NC ,CONCORD
USC00312102,35.0603,-83.43,684.9,NC ,COWEETA EXP STN
USC00312200,35.3117,-83.1747,668.1,NC ,CULLOWHEE
USC00312837,35.5406,-82.6531,624.8,NC ,ENKA
USC00313072,36.2528,-81.9136,1022.6,NC ,FLAT SPRINGS 1E
USC00313106,35.4267,-82.5569,630.9,NC ,FLETCHER 3 W
USC00313152,35.3125,-81.9892,258.8,NC ,FOREST CITY 8 W
USC00313228,35.1803,-83.3928,647.7,NC ,FRANKLIN
USC00313356,35.2672,-81.1436,213.4,NC ,GASTONIA
USC00313638,35.64,-77.3983,9.8,NC ,GREENVILLE
USC00313976,35.3297,-82.4492,658.4,NC ,HENDERSONVILLE 1 NE            
USC00314055,35.0567,-83.1983,1173.5,NC ,HIGHLANDS                      
USC00314464,35.1858,-79.6772,222.5,NC ,JACKSON SPRINGS 5 WNW
USC00314684,35.1967,-77.5433,7.3,NC ,KINSTON 7 SE                   
USC00314689,35.2975,-77.5722,18.3,NC ,KINSTON AG RSCH
USC00314764,35.4206,-82.1878,317.0,NC ,LAKE LURE 2
USC00314788,35.0967,-82.9508,975.4,NC ,LAKE TOXAWAY 2 SW
USC00314938,35.9147,-81.5375,352.0,NC ,LENOIR                         
USC00314962,36.1325,-77.1708,15.2,NC ,LEWISTON
USC00314996,35.4606,-81.3297,270.4,NC ,LINCOLNTON 4 W
USC00315356,35.8036,-82.6658,609.6,NC ,MARSHALL                       
USC00315743,35.8439,-80.4972,244.4,NC ,MOCKSVILLE 5SE
USC00315771,34.9797,-80.5233,167.6,NC ,MONROE 2 SE                    
USC00315830,34.7336,-76.7358,3.0,NC ,MOREHEAD CITY 2 WNW            
USC00315838,35.7297,-81.6728,359.7,NC ,MORGANTON                      
USC00315923,35.7586,-82.2711,1902.0,NC ,MT MITCHELL
USC00316096,34.7764,-76.8769,9.1,NC ,NEWPORT/MOREHEAD CITY WFO
USC00316341,35.5158,-83.3056,621.8,NC ,OCONALUFTEE
USC00316676,35.0556,-77.0858,8.5,NC ,PERRYTOWN
USC00316805,35.2719,-82.6475,667.5,NC ,PISGAH FOREST 3 NE
USC00316853,35.8722,-76.6592,6.1,NC ,PLYMOUTH 5 E
USC00317079,35.7944,-78.6989,121.9,NC ,RALEIGH STATE UNIV
USC00317170,35.1311,-76.9153,13.7,NC ,REELSBORO
USC00317344,35.3764,-83.7,710.2,NC ,ROBBINSVILLE AG 5 NE
USC00317516,36.3464,-78.8858,216.4,NC ,ROXBORO 7 ESE
USC00317615,35.6836,-80.4822,213.4,NC ,SALISBURY                      
USC00317656,35.5347,-79.0464,79.9,NC ,SANFORD 8 NE
USC00317845,35.3111,-81.5708,249.9,NC ,SHELBY 2 NW
USC00318292,35.81,-80.8808,244.8,NC ,STATESVILLE 2 NNE              
USC00318519,35.9225,-81.1717,402.3,NC ,TAYLORSVILLE
USC00318744,35.2058,-82.2517,365.8,NC ,TRYON
USC00318906,35.5231,-81.4439,274.3,NC ,VALE AG 2 SW
USC00319100,35.5553,-77.0722,3.0,NC ,WASHINGTON WWTP 4W
USC00319147,35.4867,-82.9681,810.2,NC ,WAYNESVILLE 1 E                
USC00319440,35.8528,-77.0306,6.1,NC ,WILLIAMSTON 1 E
USC00319461,34.1425,-77.8789,9.1,NC ,WILMINGTON 7 SE
USC00319467,34.3208,-77.9206,12.2,NC ,WILMINGTON 7 N
USC00320817,46.8339,-100.7969,558.1,ND ,BISMARCK 2.4 NNW
USC00320995,46.1825,-103.4061,908.3,ND ,BOWMAN
USC00321408,46.8769,-97.2328,285.0,ND ,CASSELTON AGRONOMY FARM        
USC00322193,47.1944,-102.8414,725.4,ND ,DICKINSON RCH HQ
USC00322304,48.0475,-100.31,466.3,ND ,DRAKE 9 NE
USC00322695,46.6167,-97.6389,354.8,ND ,ENDERLIN 2W
USC00323287,46.1581,-98.4,437.4,ND ,FULLERTON 1 ESE                
USC00323621,47.9217,-97.0975,253.0,ND ,GRAND FORKS UNIV (NWS)         
USC00323705,47.4011,-103.2072,813.8,ND ,GRASSY BUTTE 2ENE
USC00324571,47.8967,-102.9208,752.9,ND ,KEENE 3S
USC00324646,48.6692,-102.0975,551.7,ND ,KENMARE 1 WSW
USC00324879,48.9797,-100.3344,652.9,ND ,LAKE METIGOSHE SP
USC00325186,46.0725,-97.1461,342.9,ND ,LIDGERWOOD
USC00325220,46.4444,-97.6928,350.2,ND ,LISBON                         
USC00325638,47.8214,-101.2922,643.1,ND ,MAX
USC00325660,47.4989,-97.3514,299.6,ND ,MAYVILLE
USC00325730,47.5808,-98.6422,474.0,ND ,MC HENRY 3W
USC00325993,48.1803,-101.2964,539.2,ND ,MINOT EXP STN
USC00326015,46.6706,-100.2294,548.6,ND ,MOFFIT 3 SE                    
USC00326365,46.8925,-101.4897,655.3,ND ,NEW SALEM 5NW
USC00327311,46.1758,-101.8561,755.9,ND ,PRETTY ROCK
USC00327655,48.6297,-99.8069,493.8,ND ,ROLETTE 3SE
USC00328276,48.4564,-102.5947,694.9,ND ,STANLEY 3 NNW
USC00328415,46.7153,-99.4475,597.7,ND ,STREETER 5 NW
USC00328913,48.6147,-100.7264,434.3,ND ,UPHAM 3 N
USC00329430,48.1375,-103.7372,641.6,ND ,WILLISTON EXP FARM
USC00330862,41.3831,-83.6111,205.7,OH ,BOWLING GREEN WWTP
USC00331042,41.4619,-84.5272,222.5,OH ,BRYAN 2 SE
USC00331197,40.0111,-81.5794,243.8,OH ,CAMBRIDGE
USC00331390,40.5692,-84.5369,264.0,OH ,CELINA 3 NE
USC00331458,41.5833,-81.1833,344.4,OH ,CHARDON
USC00331785,40.025,-83.0269,225.6,OH ,COLUMBUS WCMH
USC00331890,40.2403,-81.8711,231.6,OH ,COSHOCTON WPC PLT              
USC00332044,40.4397,-82.3039,295.7,OH ,DANVILLE 2 W
USC00332251,41.6833,-80.6667,298.7,OH ,DORSET
USC00332485,39.7328,-84.6353,305.4,OH ,EATON
USC00332651,39.3478,-84.5897,175.3,OH ,FAIRFIELD
USC00332791,41.0461,-83.6622,234.1,OH ,FINDLAY WPCC                   
USC00332974,41.3331,-83.1189,182.9,OH ,FREMONT
USC00333375,40.1033,-84.6503,313.9,OH ,GREENVILLE WTP                 
USC00333780,41.3072,-81.0133,374.9,OH ,HIRAM                          
USC00334979,40.2411,-83.3669,302.4,OH ,MARYSVILLE
USC00335297,40.5375,-81.9197,249.6,OH ,MILLERSBURG                    
USC00335857,39.7333,-82.2156,271.3,OH ,NEW LEXINGTON 2 NW
USC00336118,41.2667,-82.6167,204.2,OH ,NORWALK WWTP                   
USC00336405,40.9461,-83.9614,234.7,OH ,PANDORA
USC00336465,41.1247,-84.5919,221.0,OH ,PAULDING
USC00336650,40.1311,-84.2344,260.0,OH ,PIQUA WWTP
USC00337693,40.2706,-84.1508,286.5,OH ,SIDNEY 1 S
USC00337926,39.9419,-83.8047,312.1,OH ,SPRINGFIELD 2
USC00338062,41.1314,-81.4492,323.1,OH ,STOW 4 SE
USC00338822,41.5183,-84.1453,228.6,OH ,WAUSEON WTP                    
USC00339219,39.4833,-83.85,313.9,OH ,WILMINGTON 3 N
USC00339312,40.7833,-81.9167,310.9,OH ,WOOSTER EXP STATION            
USC00340027,34.7986,-96.6692,294.7,OK ,ADA 2NNE MESONET
USC00340180,34.5872,-99.3381,415.7,OK ,ALTUS 3S MESONET
USC00340198,36.7081,-98.7094,438.9,OK ,ALVA 7SSW MESONET
USC00340257,34.2253,-95.7006,176.2,OK ,ANTLERS 5NW
USC00340264,34.9142,-98.2922,439.8,OK ,APACHE 4ENE MESONET
USC00340312,34.2281,-97.2014,282.9,OK ,ARDMORE 7WNW MESONET
USC00340338,36.0719,-99.9031,719.0,OK ,ARNETT 8WSW MESONET
USC00340391,34.3983,-96.14,172.2,OK ,ATOKA
USC00340684,35.4017,-99.0583,510.8,OK ,BESSIE 4WNW MESONET
USC00340755,36.5297,-97.4472,304.8,OK ,BILLINGS
USC00340818,36.8047,-97.2764,307.8,OK ,BLACKWELL
USC00340830,35.1183,-97.67,388.6,OK ,BLANCHARD 2 SSW
USC00340908,36.7236,-102.4806,1259.7,OK ,BOISE CITY 2 E                 
USC00340990,35.1714,-96.6311,280.7,OK ,BOWLEGS 3NE MESONET
USC00341083,36.4119,-97.6939,351.7,OK ,BRECKINRIDGE 3SE MESNT
USC00341266,33.8936,-97.2692,228.0,OK ,BURNEYVILLE 2SE MESONT
USC00341270,35.5914,-99.2706,520.0,OK ,BUTLER 5SW MESONET
USC00341404,36.0286,-99.3464,588.9,OK ,CAMARGO 4WNW MESONET
USC00341644,34.6089,-96.3331,207.9,OK ,CENTRAHOMA 1E MESONET
USC00341726,36.7481,-98.3628,361.8,OK ,CHEROKEE 1SSW MESONET
USC00341743,35.5461,-99.7278,694.0,OK ,CHEYENNE 6SW MESONET
USC00341745,34.5019,-96.9717,321.6,OK ,CHICKASAW NRA
USC00342849,35.3925,-99.5064,646.2,OK ,ELK CITY 4 W
USC00343048,36.2633,-98.4975,404.8,OK ,FAIRVIEW 1W MESONET
USC00343145,34.5519,-96.7178,349.9,OK ,FITTSTOWN 6SW MESONET
USC00343660,36.9869,-99.0108,554.7,OK ,FREEDOM 16NNE MESONET
USC00343707,34.2392,-98.7444,342.0,OK ,GRANDFIELD 3W MESONET
USC00343820,35.8489,-97.4797,329.8,OK ,GUTHRIE 4WSW MESONET
USC00344001,34.2333,-97.4203,274.9,OK ,HEALDTON 3 E
USC00344019,36.5381,-98.2661,411.5,OK ,HELENA 1 SSE
USC00344130,35.4842,-98.4814,492.9,OK ,HINTON 7W MESONET
USC00344250,34.6856,-99.8333,496.8,OK ,HOLLIS 5E MESONET
USC00344393,36.9167,-96.1,226.8,OK ,HULAH DAM
USC00344451,33.9336,-94.8278,111.3,OK ,IDABEL
USC00344812,36.15,-96.25,214.9,OK ,KEYSTONE DAM
USC00345468,34.0919,-96.7708,234.7,OK ,MADILL
USC00345474,34.0356,-96.9433,232.0,OK ,MADILL 11WSW MESONET
USC00345514,34.8358,-99.4239,459.9,OK ,MANGUM 5SE MESONET
USC00345563,33.8761,-97.1642,244.4,OK ,MARIETTA 5SW
USC00345590,36.1167,-97.6067,310.9,OK ,MARSHALL 3SSE MESONET
USC00345769,36.7925,-97.7458,331.9,OK ,MEDFORD 1SW MESONET
USC00345775,34.7292,-98.5694,486.8,OK ,MEDICINE PK 3W MESONET
USC00346139,36.2283,-99.17,576.1,OK ,MUTUAL                         
USC00346282,36.8981,-96.9103,365.8,OK ,NEWKIRK 8E MESONET
USC00346386,35.1808,-97.4378,343.8,OK ,NORMAN 3SSE
USC00346729,36.4333,-95.6833,208.2,OK ,OOLOGAH DAM
USC00347002,35.9986,-97.0481,292.0,OK ,PERKINS 2NNW MESONET
USC00347080,34.1167,-95.0833,149.4,OK ,PINE CREEK DAM
USC00347640,34.1936,-97.5881,282.9,OK ,RINGLING 1N MESONET
